,0,1,2,3,4
epoch, 200.00000, 200.00000, 200.00000, 200.00000, 200.00000
val_mae,   0.01912,   0.01865,   0.01989,   0.01471,   0.01589
val_energy_within_threshold,   0.62963,   0.69140,   0.48904,   0.72344,   0.73019
best_mae,   0.01691,   0.01539,   0.01347,   0.01448,   0.01394
best_epoch, 198.00000, 183.00000, 182.00000, 185.00000, 193.00000
trn_loss,   0.00052,   0.00062,   0.00050,   0.00047,   0.00052
trn_mae,   0.01637,   0.01772,   0.01586,   0.01527,   0.01654
